tweet_id,text,trust_expressed,anger_expressed,sadness_expressed,surprise_expressed,fear_expressed,disgust_expressed,joy_expressed,anticipation_expressed,trust_evoked,anger_evoked,sadness_evoked,surprise_evoked,fear_evoked,disgust_evoked,joy_evoked,anticipation_evoked
'1475079443332968456,"#nisamprijavila , a sada jako želim, jer sam tek nedavno osvestila koliko mi je to štete nanelo i da o ovome ne sme da se ćuti. Ukoliko neko ima kakav savet, kome mogu da se obratim ili štogod slično, biću srećna da čujem. Konačno želim da isteram ovo na čistac. Hvala. 💜",0.031,0.127,0.032,0.018,0.043,0.096,0.064,0.047,0.038,0.012,0.040,0.007,0.018,0.032,0.020,0.022
'1475079433887354882,"#nisamprijavila jer sam na vreme pobegla iz njegove ordinacije, jedan od najcenjenih neurohirurga u zemlji, mrtav pijan, ja došla da molim za pomoć bolesnog brata",0.053,0.141,0.012,0.050,0.142,0.007,0.042,0.037,0.054,0.017,0.020,0.056,0.038,0.034,0.002,0.016
'1475079429684707332,"Strah i stid, sa jedne strane, kombinovan s neznanjem procedure prijave i postupanja, sa druge strane. I eto nas kod ovolikog  broja #NisamPrijavila. Prijavljeni slučajevi samo vrh ledenog brega nasilja.",0.024,0.098,0.091,0.027,0.123,0.002,0.068,0.124,0.045,0.051,0.002,0.078,0.021,0.042,0.014,0.039
'1475079413536595972,Ako budemo imali dovoljno #nisamprijavila tvitova fizički će biti nemoguće da mediji pozovu svaku “drugu stranu” 💖,0.013,0.096,0.120,0.084,0.119,0.009,0.092,0.176,0.011,0.023,0.005,0.073,0.057,0.056,0.051,0.046
'1475079392699334656,"A najviše #nisamprijavila jer sam imala sreće i ovo, pored dobacivanja i osnovnoškolskog tinejdžerskog maltretiranja, je najgore što mi se dogodilo. Podrška svima koji nisu bili te sreće.",0.027,0.123,0.007,0.011,0.115,0.021,0.073,0.087,0.051,0.034,0.002,0.110,0.034,0.073,0.019,0.029
'1475079281294430212,"#NisamPrijavila jer nisam znala da se desilo, i ne bih ni znala da nisam isla tri godine na intenzivnu psihoterapiju, tako da molim vas da vise NE JEDETE GOVNA ŽENAMA GOVNARI JEDNI USRANI",0.023,0.110,0.008,0.066,0.085,0.030,0.126,0.001,0.059,0.020,0.018,0.021,0.024,0.048,0.029,0.012
'1475079265783795719,"upravo tako ""jer nema žene koja nije NEŠTO preživela""... samo što ćemo neke ćutati kao zalivene i preskakati sve ove teške priče kako bi izbegle talasanje ličnih emocija! ali, podrška za sve koje su deo #nisamprijavila 💌 https://t.co/6YDXEp2MBU",0.057,0.161,0.021,0.003,0.099,0.039,0.074,0.031,0.053,0.046,0.015,0.063,0.010,0.048,0.033,0.021
'1475079261627289604,"#NisamPrijavila zato što me je njegova žena spasila. Pisala mi je sa njegovog Facebook profila da ga blokiram. Nisam razumela zašto, dok nije priveden pre par godina. Trenutno je na slobodi. 
Imala sam 11-12 godina. Nisam shvatala.",0.039,0.135,0.041,0.055,0.078,0.003,0.081,0.011,0.030,0.032,0.009,0.064,0.033,0.031,0.012,0.056
'1475079068106305548,"#nisamprijavila zato sto me je,nakon sto sam izletela iz njegovog stana zvao i molio da nikom ne kazem jer bih mu unistila dugogodisnju vezu i karijeru (sportista)ubedio da sam i ja TO zelela iako sam mu pricala nemoj ,necu,ne,sto sam uopste i dolazila kod njega da gledamo film?",0.066,0.105,0.007,0.026,0.108,0.005,0.089,0.048,0.043,0.014,0.007,0.022,0.030,0.069,0.039,0.077
'1475079045331177474,загрљај за све девојке са #NisamPrijavila твитовима &lt;3,0.065,0.128,0.077,0.015,0.080,0.020,0.069,0.059,0.011,0.011,0.021,0.012,0.045,0.033,0.047,0.006
'1475078769576751104,"#NisamPrijavila jer sam:
-zbog njegove manipulacije uvek krivila sebe, -bila #Gaslighting i uvek verovala u ono sto on kaže, -nakon zadobijenih udaraca sam ćutala i pitala zašto je to uradio, plakao je i molio da oprostim, -zbog ljubavi u koju sam verovala",0.059,0.101,0.002,0.043,0.066,0.032,0.132,0.046,0.027,0.018,0.002,0.010,0.009,0.049,0.006,0.024
'1475078752828801024,"#NisamPrijavila jer sam bila suviše mala da bih realizovala da je moj profesor u muzičkoj školi manijak, a ne dobri čika koji me dodiruje jer me voli kao dijete. Nisam si znala objasniti zašto mi je to mučno. Učite djecu još u vrtićkoj dobi da kažu NE. I curice i dječake.",0.047,0.091,0.008,0.090,0.133,0.046,0.118,0.016,0.056,0.003,0.008,0.029,0.035,0.058,0.052,0.021
'1475078742561247232,"Svako dobacivanje na ulici, ono prostačko šta bi ti radio.
Kretene koji u prevozu ti se priljube uz kuk ili guzu, eto čisto da vidiš da je uzbudjen.  Ne znaš šta ti je gore, to što on radi, ili to što svi vide šta radi i niko ništa ne preduzima.
#nisamprijavila",0.030,0.128,0.081,0.028,0.098,0.009,0.052,0.060,0.002,0.000,0.003,0.024,0.016,0.010,0.021,0.077
'1475078732184444928,"#nisamprijavila da me je ""kolega"" iz škole u kojoj sam radila nakon završenog privatnog časa zaključao i na silu vukao za ruke i počeo da ljubi. Nisam prijavila da ga moj verenik ne bi ubio, nisam prijavila jer sam uspela da pobegnem lukavo ga prevarivši da ipak otključa vrata",0.017,0.104,0.027,0.019,0.072,0.006,0.080,0.024,0.048,0.032,0.035,0.071,0.034,0.032,0.005,0.026
'1475078689859805192,"#nisamprijavila
Jako važna stvar, dugo nakon toga, a i pre toga (samo što nisam to shvatala na pravi način jer sam bila dete) me je fotografisao i spopadao na ulici. Duboko verujem da on još uvek ima te fotografije i da bi mogle da dokažu moju priču ako bih ga prijavila ⬇️",0.002,0.092,0.002,0.022,0.075,0.005,0.108,0.063,0.002,0.051,0.015,0.025,0.008,0.059,0.031,0.023
'1475078535609995268,"Od svega sto se desava price #nisamprijavila su najmucnije i najtuznije, cuvajmo žene!",0.041,0.140,0.037,0.020,0.084,0.025,0.066,0.066,0.024,0.017,0.063,0.030,0.015,0.016,0.072,0.039
'1475078517356388354,"#nisamprijavila jer kad jesam, davno, s 12 godina, vratili su ga tu večer kući 🥺",0.030,0.121,0.012,0.093,0.087,0.025,0.051,0.017,0.091,0.034,0.018,0.020,0.009,0.017,0.012,0.090
'1475078474268389377,"što pre došlo do reforme istog, u kom su institicijalizovana mizoginija i princip ""slika, ili se nije desilo"" i te kako prisutni. ovim putem želim istovremeno da pružim ogromnu podršku za hrabrost svim #nisamprijavila i #nisisama žrtvama! zajedno smo u ovome! &lt;3",0.045,0.107,0.033,0.041,0.097,0.050,0.059,0.050,0.038,0.012,0.005,0.133,0.024,0.061,0.015,0.010
'1475078413748772870,"#Nisamprijavila jer mi je otac, jer majka nije prijavila, jer me ubedjuju da to nije strasno, jer ne znam sta bi se desilo sa mojim sestrama, jer se plasim, jer me ubedjuju da je drugima mnogo gore i da sam nezahvalna, jer nisam finansijski nezavisna, jer sam dete",0.026,0.115,0.022,0.043,0.089,0.011,0.106,0.070,0.024,0.056,0.002,0.053,0.027,0.069,0.017,0.028
'1475078325634752515,Pre par god sam videla ovu priču. Edukacija dečaka da poštuju devojčice #nisamprijavila  https://t.co/Vz9FLUMkNd,0.024,0.098,0.022,0.041,0.062,0.016,0.037,0.083,0.078,0.033,0.050,0.047,0.044,0.026,0.007,0.027
'1475078244793823237,Dalje: #nisamprijavila jer https://t.co/rlrrGMB9GG,0.095,0.144,0.002,0.051,0.085,0.044,0.073,0.056,0.062,0.019,0.002,0.016,0.045,0.015,0.052,0.061
'1475078218390642689,"samo plačem čitajući sve #NisamPrijavila tvitove i želim da zagrlim svaku djevojku koja je prošla kroz tako nešto i čestitam na snazi koja je trebala da se to prebrodi a onda i napiše, mnogo ljubavi i podrške za svaku od vas! ❤",0.004,0.054,0.050,0.070,0.082,0.010,0.052,0.066,0.045,0.034,0.014,0.063,0.058,0.038,0.025,0.098
'1475078194269204491,"Zabolelo me je svako 'mislilala sam da sam ja kriva' iz #nisamprijavila tvitova. Ne draga, nisi ti kriva. Mi kao društvo smo krivi. Krivi smo što dozvoljavamo da se devojčice uče 'da su dečaci takvi i da je to normalno'. Odatle počinje.",0.026,0.087,0.034,0.037,0.113,0.023,0.089,0.025,0.014,0.026,0.006,0.021,0.040,0.062,0.093,0.073
'1475078138996695041,evo i ja #nisamprijavila dugogodišnje uhođenje i psihičko maltretiranje od strane bivšeg dečka zato što #jesamprijavila zlostavljanje od strane profesora u srednjoj školi i do dana današnjeg ništa nije urađeno povodom toga,0.019,0.127,0.075,0.070,0.144,0.022,0.089,0.083,0.047,0.056,0.048,0.074,0.078,0.027,0.063,0.006
'1475078020100722689,kapa dole svakoj osobi koje je ovde ispričala svoju priču pod #NisamPrijavila,0.033,0.121,0.034,0.033,0.069,0.012,0.045,0.098,0.048,0.024,0.023,0.088,0.027,0.003,0.013,0.011
'1475078009245863936,"Čitam #nisamprijavila i razumem sve žene. Klinka sam bila kada nas je ""manijak"" tako smo ga zvale, pratio iz škole i pokazivao genitalije. Nije se jednom desilo. Kapirale smo da je budala i nismo osećale da će nešto više uraditi. Sreća pa je tako i bilo. Osnovna škola smo bile.",0.023,0.107,0.028,0.032,0.094,0.060,0.112,0.084,0.022,0.001,0.014,0.019,0.009,0.022,0.044,0.002
'1475077960134807552,"#nisamprijavila

Nadam se da žene koje su u sličnim situacijama u ovom trenutku osećaju da su manje same dok čitaju sve ove tvitove i da ćemo svi izoštriti čula da primetimo znakove nasilja u svom okruženju.

Hvala vam što pričate o ovome.",0.016,0.086,0.059,0.047,0.066,0.037,0.072,0.079,0.053,0.034,0.023,0.089,0.010,0.028,0.055,0.053
'1475077891151077381,"Ako nekome još nije jasno zasto #NisamPrijavila. Ne veruju vam čak ni žene koje nisu doživele. 
Ali veruju da su daleko “iznad nas” https://t.co/QUxjEi8NZu",0.059,0.155,0.031,0.030,0.082,0.033,0.079,0.015,0.024,0.018,0.042,0.062,0.032,0.052,0.090,0.021
'1475077855738482692,"Imam priču za #NisamPrijavila ali ni posle 9 godina ne umem da je sročim, isto kao što tad nisam znala kako bih objasnila policiji, tako da eto, zato #NisamPrijavila. A i plašila sam se da ću probuditi ljude na čijoj terasi sam se krila u 4 ujutru i da će me oterati.",0.012,0.126,0.056,0.059,0.061,0.027,0.113,0.027,0.053,0.021,0.009,0.070,0.048,0.043,0.001,0.001
'1475077855608459266,#nisamprijavila jer je prestao da se trlja o mene kad sam dreknula tako da me ceo autobus čuje. A i samo sam htela da pobegnem i više nikad ne pričam o tome.,0.079,0.085,0.053,0.059,0.089,0.009,0.129,0.081,0.033,0.005,0.001,0.053,0.028,0.003,0.080,0.020
'1475077714969305093,"#nisamprijavila me bukvalno boli. Zašto žrtve nisu prijavile, razlozi su obično svi isti. Ljubav ili strah.
Ali zašto svjedoci, poznanici i komšije ne prijavljuju, to mi nikad neće biti jasno.
Sve dok ozbiljno ne izmijenimo taj felerični mentalitet, stanje će bivati samo gore.",0.016,0.153,0.069,0.014,0.061,0.018,0.165,0.091,0.016,0.007,0.064,0.057,0.044,0.029,0.089,0.002
'1475077461985607683,"најгоре муке желим овима што исмејавају или називају патетисањем #NisamPrijavila твитове, олоши једни",0.029,0.135,0.046,0.010,0.094,0.038,0.059,0.054,0.033,0.018,0.018,0.040,0.019,0.017,0.046,0.040
'1475077334743105536,"Da nesreća bude veća, slomila sam se u školi i ispričala ovo nastavnici, PITALA SAM JE ŠTA DA RADIM, pošto sam se osećala užasno prljavo i kao da sam ja ta koja je nešto zgrešila, dobila sam hladan odgovor: ""nemoj više da ideš kod njega"" (???) 
#nisamprijavila",0.049,0.103,0.010,0.013,0.048,0.036,0.081,0.026,0.040,0.041,0.003,0.068,0.043,0.051,0.069,0.016
'1475077314882985985,"#nisamprijavila price su mozda za nekog bile kraj svega i smak sveta, a sada mozda pocetak ka nekoj promeni. Puno ljubavi i podrske za svaku osobu koja je imala hrabrosti da podeli svoju pricu❤️❤️❤️",0.014,0.130,0.037,0.021,0.082,0.066,0.109,0.100,0.035,0.029,0.018,0.012,0.009,0.027,0.053,0.023
'1475077185170030595,"Toliko hrabrih žena iza  #NisamPrijavila, a znam da ima još mnogo njih koje se ne usudjuju da o tome pišu. Ne pitajte kako znam. Kapa dole za svaku koja se ohrabrila da piše o svom iskustvu i zagrljaj za sve njih koje još uvek nisu. ❤️",0.078,0.140,0.041,0.001,0.061,0.004,0.088,0.008,0.043,0.030,0.038,0.055,0.046,0.084,0.057,0.002
'1475077178798882821,"#nisamprijavila u srbiji ne smeš da prijaviš.
priča iz jedne opštine.
u sfrj su dvojica mladića silovala devojku. prijavila ih je, pa su dobili 7 godina zatvora.
u srbiji jedan od te dvojice je postao poštovani i ugledni čovek, koji je bio zamenik predsednika opštine..
1/2",0.026,0.116,0.010,0.017,0.075,0.060,0.063,0.073,0.054,0.006,0.017,0.095,0.024,0.002,0.034,0.008
'1475077154295762953,"Podrska  zenama koje nisu prijavile kao i onima koje jesu, a kao da nisu...

#NisamPrijavila",0.053,0.109,0.016,0.026,0.057,0.007,0.100,0.013,0.023,0.031,0.022,0.087,0.006,0.051,0.055,0.001
'1475077139410132992,Najveci strah mog zivota je da ce moje curice jednog dana imati #nisamprijavila price.,0.018,0.110,0.035,0.034,0.113,0.008,0.050,0.098,0.041,0.028,0.026,0.012,0.085,0.010,0.057,0.062
'1475077132229525504,"#nisamprijavila jer sam znala da se psihicko nasilje ne uzima za ozbiljno,narocito kad imamo po 20 godina.Doterao me je do 44 kila, ubedio da zensko ne treba da se obrazuje jer svejedno treba da sedi kuci i cuva decu, posledica je sto nikad nisam uspela da se vratim u kolosek ⤵️",0.018,0.166,0.048,0.030,0.105,0.002,0.076,0.013,0.083,0.011,0.045,0.041,0.001,0.036,0.041,0.013
'1475077115636862984,"Apropo #Nisamprijavila:
Drugarica stanuje u Prištini kod neke babe koja ima predivnog rođaka. Kaže mu kako nikada nije videla Gaziestan. Predloži joj da je odvede da vidi. Odu i u povratku, umesto levo, on desno kolima. Ona kumi moli da je vrati u Prištinu, ovaj je izbaci iz auta",0.011,0.093,0.030,0.060,0.044,0.003,0.104,0.083,0.014,0.007,0.007,0.062,0.017,0.059,0.034,0.003
'1475077049693913088,"Ako neko želi da preuzme, analizira, excel će se update na svakih sat: https://t.co/bLsOwUlhwn

Važno je da ispričamo ove priče!
#nisamprijavila",0.032,0.091,0.030,0.014,0.071,0.027,0.007,0.108,0.030,0.056,0.034,0.029,0.016,0.026,0.069,0.051
'1475077038268723204,"Pratite tag #NisamPrijavila i podržite žene koje su se osnažile da pišu o svojim iskustvima i prekinu relativizaciju nasilja ❤
Svaka priča je važna 💫",0.021,0.105,0.077,0.050,0.008,0.018,0.133,0.063,0.047,0.017,0.044,0.072,0.017,0.014,0.063,0.019
'1475076880478973960,"Mnogo užasnih priča #NisamPrijavila. Ako želimo da ih bude što manje, da neke buduće žrtve veruju će ih sistem zaštititi, prvi koji bi posle pada ovog režima morao da završi u pritvoru je Dragan Marković Palma. Onda redom...",0.007,0.156,0.086,0.008,0.115,0.020,0.131,0.052,0.044,0.018,0.059,0.069,0.020,0.032,0.040,0.082
'1475076796236414978,Citam #nisamprijavila i raspadam se. I zahvaljujem ne znam ni ja kome sto nisam dozivela nista ni slicno - malo sudbinom malo spletom okolnosti. Hvala vam divne zene sto vise ne cutite. Divim se vasoj hrabrosti. ❤,0.034,0.117,0.041,0.028,0.081,0.036,0.103,0.055,0.008,0.004,0.008,0.005,0.021,0.016,0.068,0.001
'1475076741626576896,"#NisamPrijavila me je podsjetilo na jednu, izuzetno bolesnu, ""igricu"" koja se dješavala u našoj školi, doduše od strane učenika prema učenicama, ali bio je neki ""običaj"" da muškarci udaraju po zadnjici djevojke i identične stvari, a djevojčice to nikako nisu smjele nikome da 1/3",0.031,0.122,0.066,0.048,0.047,0.045,0.082,0.077,0.046,0.003,0.008,0.004,0.058,0.050,0.049,0.026
'1475076658679980034,"#NisamPrijavila naklon... Treći put brisem sve.. I besna sam i plačem i ne verujem...
Žao mi je, nekima sam i dužna izvini...
Nisam znala...Nisam videla primetila...
Izvinjavam se, ne znam koliko to sad vredi nekome ali sam iskrena.
Svi koji jednom precutimo smo deo problema.",0.002,0.112,0.005,0.003,0.075,0.047,0.103,0.052,0.034,0.033,0.000,0.035,0.051,0.038,0.013,0.007
'1475076604158226435,toliko se divim svim ženama koje su tvitovale #NisamPrijavila,0.039,0.061,0.084,0.063,0.089,0.036,0.042,0.044,0.066,0.008,0.016,0.049,0.031,0.020,0.047,0.026
'1475076561053392897,"#nisamprijavila Lizao me je, doslovno lizao, po vratu, obrazima i usnama. Sve to vreme sam bila zaleđena, vrtelo mi se u glavi i nisam mogla da shvatim šta se dešava. Kad sam smogla snage da ga odgurnem i pitala ga šta to radi, rekao mi je: ""LJUBIM TE ZATO ŠTO TE VOLIM"". ⬇️",0.022,0.105,0.030,0.032,0.109,0.001,0.128,0.004,0.023,0.014,0.054,0.057,0.049,0.047,0.022,0.017
'1475076488382791680,"🟦🟡 ❗Borićemo se da #NisamPrijavila  postane prošlost. Zajedno ćemo pokrenuti sistem koji će uvek da reaguje i zaštiti žene.  Demokratkinje i demokrate su #bedem protiv nasilja ✋
.
.
#stopnasiljunadženama #oslobodise #bedem #dsvozdovac #dsvoždovac #demokrate #podrska #žena",0.019,0.107,0.037,0.086,0.044,0.022,0.113,0.073,0.064,0.015,0.039,0.057,0.070,0.015,0.080,0.028
'1475076444892151813,"Komentar na #nisamprijavila
Podrška svim ženama! ❤️

Law of Desire (1987) reditelj Pedro Almodovar https://t.co/Na0QGGd4ZZ",0.063,0.095,0.044,0.058,0.047,0.038,0.029,0.000,0.035,0.062,0.007,0.072,0.020,0.032,0.017,0.020
'1475076344342056969,"#nisamprijavila jer sama nisam shvatila ozbiljnost situacije koju je već bilo prekasno prijaviti zbog nedostatka dokaza. međutim, baš zato što je jedna žena istupila u javnost sa svojom pričom, motivisalo je i druge da se otvore i progovore o nasilju koji su preživeli.",0.023,0.125,0.082,0.035,0.049,0.013,0.126,0.103,0.035,0.008,0.032,0.104,0.048,0.048,0.003,0.013
'1475076306551332868,#Nisamprijavila ali ustvari jesam i to odmah. Prvo sam uzvratila istom merom a onda i zvala miliciju i prijavila.,0.012,0.122,0.057,0.012,0.120,0.007,0.135,0.071,0.071,0.020,0.030,0.075,0.086,0.007,0.021,0.058
'1475076270773911557,"#Nisamprijavila jer sam bila mala, jer nisam imala pojma šta znači zlostavljanje, nisam umela da se odbranim jer nisam ni razumela porive nekih seljačina. Danas ne razgovaram sa tom osobom, traume još uvek imam, ali se ne stidim! 
Jake smo, možemo sve, ali ćemo sada reći NE!",0.018,0.121,0.018,0.002,0.113,0.011,0.074,0.016,0.071,0.012,0.003,0.053,0.035,0.010,0.046,0.056
'1475076252897841152,"#NisamPrijavila zato što sam imala 11 godina, a on 50+. Osećala sam užasan strah, sramotu i krivicu, a uz to sam mislila da će ga moj otac ubiti i završiti u zatvoru. Reč je o mom prvom komšiji koji me je uvukao u svoj salon, pribio uz sebe, zavlačio mi ruku ispod majice ⬇️",0.028,0.088,0.049,0.001,0.097,0.004,0.120,0.003,0.011,0.006,0.030,0.036,0.070,0.021,0.003,0.051
'1475076001583534080,Top 10 #nisamprijavila tviteraša po broju tvitova https://t.co/CUqa2PCafd,0.016,0.015,0.048,0.107,0.079,0.089,0.033,0.076,0.006,0.031,0.022,0.020,0.040,0.009,0.074,0.072
'1475075997745750018,Top 10 #nisamprijavila tvitova koji su izazvali najviše reakcija - retweets: https://t.co/F3TOGNT2Ni,0.021,0.052,0.003,0.044,0.030,0.044,0.072,0.103,0.015,0.019,0.023,0.033,0.063,0.014,0.063,0.043
'1475075996013498371,"Skoro 3500 tvitova #NisamPrijavila je nastalo za manje od 24 sata na temu porodičnog i partnerskog nasilja.

Mnoge devojke i žene koriste haštag da izraze svoja iskustva sa nasilnicima!

Krenula sam da prikupljam tvitove sa ovim haštagom koristeći TAGS, evo nekih insights: https://t.co/bR0njjGbqj",0.005,0.028,0.068,0.085,0.026,0.001,0.021,0.047,0.022,0.005,0.015,0.018,0.024,0.004,0.080,0.116
'1475075836890030080,"#NisamPrijavila postoji toliko oblika zlostavljanja i nasilja, i žene ga doživljavaju često na svojoj koži, a ne mogu da prijave jer treba da budeš mrtva i unakažena da bi se policija i sudstvo uključilo, i opet dobiju kaznu kao da su psa udarili na ulici.",0.034,0.063,0.046,0.029,0.120,0.051,0.108,0.035,0.032,0.008,0.062,0.081,0.053,0.046,0.052,0.008
